,Smoking,Alcohol,Punctuality,Lying,Internet usage,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings
20,never smoked,never,i am often early,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,20.0,186.0,77.0,1.0
21,tried smoking,social drinker,i am often early,sometimes,few hours a day,male,left handed,secondary school,no,city,block of flats,5.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,24.0,186.0,85.0,1.0
22,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,right handed,college/bachelor degree,no,city,house/bungalow,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.7619521912350598,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.175944333996024,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,4.0,22.0,167.0,70.0,1.0
23,tried smoking,social drinker,i am often running late,sometimes,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,20.0,168.0,54.0,3.0
24,tried smoking,never,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,19.0,167.0,51.0,1.0
25,tried smoking,social drinker,i am always on time,sometimes,few hours a day,female,right handed,secondary school,yes,city,block of flats,5.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,5.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,20.0,170.0,56.0,1.0
26,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,left handed,college/bachelor degree,no,city,house/bungalow,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,5.0,2.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,22.0,165.0,63.0,1.0
27,never smoked,social drinker,i am often early,sometimes,few hours a day,female,right handed,secondary school,no,city,house/bungalow,4.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.2730883813306852,3.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,19.0,163.0,50.0,1.0
28,former smoker,social drinker,i am always on time,sometimes,few hours a day,male,left handed,secondary school,yes,village,house/bungalow,5.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,2.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,5.0,20.0,187.0,80.0,2.0
29,tried smoking,social drinker,i am often running late,sometimes,few hours a day,female,right handed,secondary school,no,village,block of flats,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,4.0,19.0,168.0,60.0,2.0
30,former smoker,drink a lot,i am always on time,everytime it suits me,few hours a day,male,right handed,secondary school,no,city,block of flats,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,25.0,183.0,87.0,1.0
31,tried smoking,social drinker,i am always on time,sometimes,less than an hour a day,female,right handed,secondary school,no,city,block of flats,4.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,22.0,177.0,80.0,1.0
32,current smoker,social drinker,i am always on time,only to avoid hurting someone,few hours a day,female,left handed,secondary school,no,city,block of flats,5.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,20.0,158.0,46.0,4.0
33,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,right handed,masters degree,no,city,block of flats,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,27.0,170.0,70.0,1.0
34,tried smoking,social drinker,i am often early,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,20.0,177.0,67.0,5.0
35,tried smoking,social drinker,i am always on time,sometimes,few hours a day,female,right handed,secondary school,no,village,house/bungalow,5.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,19.0,170.0,72.0,1.0
36,never smoked,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,5.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,5.0,4.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,3.0,1.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,18.0,173.0,65.0,1.0
37,former smoker,social drinker,i am often early,sometimes,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,3.0,2.825870646766169,1.0,1.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,21.0,185.0,101.0,1.0
38,tried smoking,social drinker,i am often running late,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,village,house/bungalow,5.0,5.0,5.0,3.0,1.0,5.0,2.0,5.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,23.0,168.0,60.0,1.0
39,never smoked,never,i am often early,sometimes,few hours a day,female,right handed,secondary school,no,city,house/bungalow,5.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,5.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,21.0,155.0,46.0,1.0
40,never smoked,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,city,block of flats,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,2.0,2.0,26.0,172.0,62.0,1.0
